Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
26593530,10/30/2013 10:42:13 PM,10/30/2013 11:58:00 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10040,570 WEST 193 STREET,WEST 193 STREET,AUDUBON AVENUE,FT GEORGE AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 06:42:13 AM,10/30/2013 11:58:00 PM,12 MANHATTAN,MANHATTAN,1004228,251368,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85659933835734,-73.92778065178295,"(40.85659933835734, -73.92778065178295)"
26593215,10/30/2013 10:42:00 PM,,DEP,Department of Environmental Protection,Water System,No Water/Low Pressure (WA5),,10001,23 WEST 32 STREET,WEST 32 STREET,5 AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Open,,,05 MANHATTAN,MANHATTAN,988042,211615,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74751005109395,-73.98631458111575,"(40.74751005109395, -73.98631458111575)"
26595321,10/30/2013 10:41:53 PM,10/31/2013 01:30:32 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10014,182 W 4TH ST,W 4TH ST,,,,,LATLONG,NEW YORK,,Precinct,Closed,10/31/2013 06:41:53 AM,10/31/2013 01:30:32 AM,02 MANHATTAN,MANHATTAN,983715,206123,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73243667227844,-74.00193039104539,"(40.73243667227844, -74.00193039104539)"
26591386,10/30/2013 10:41:42 PM,10/30/2013 10:55:01 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11220,630 54 STREET,54 STREET,6 AVENUE,7 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 06:41:42 AM,10/30/2013 10:55:01 PM,07 BROOKLYN,BROOKLYN,981572,172826,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64104365578832,-74.00964954514305,"(40.64104365578832, -74.00964954514305)"
26592011,10/30/2013 10:41:35 PM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10469,,,,,EAST  222 STREET,GRACE AVENUE,INTERSECTION,BRONX,,Precinct,Open,10/31/2013 06:41:35 AM,,12 BRONX,BRONX,1028897,258877,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87711893780815,-73.83855371919336,"(40.87711893780815, -73.83855371919336)"
26591331,10/30/2013 10:41:08 PM,10/30/2013 11:38:16 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,,,,,COOPER STREET,CENTRAL AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,10/31/2013 06:41:08 AM,10/30/2013 11:38:16 PM,04 BROOKLYN,BROOKLYN,1009976,189907,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.687890229688556,-73.90723724796824,"(40.687890229688556, -73.90723724796824)"
26595734,10/30/2013 10:41:02 PM,10/31/2013 02:57:09 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,130 EAST 18 STREET,EAST 18 STREET,IRVING PLACE,3 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 06:41:02 AM,10/31/2013 02:56:39 AM,06 MANHATTAN,MANHATTAN,987945,207542,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.736330722155344,-73.98666689384287,"(40.736330722155344, -73.98666689384287)"
26593147,10/30/2013 10:41:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11221,,,,,QUINCY STREET,PATCHEN AVENUE,INTERSECTION,BROOKLYN,,N/A,Open,,,03 BROOKLYN,BROOKLYN,1004383,190536,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.689631179170966,-73.92740258439997,"(40.689631179170966, -73.92740258439997)"
26592044,10/30/2013 10:40:03 PM,10/30/2013 11:27:45 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11212,441 MOTHER GASTON BOULEVARD,MOTHER GASTON BOULEVARD,BELMONT AVENUE,SUTTER AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 06:40:03 AM,10/30/2013 11:27:46 PM,16 BROOKLYN,BROOKLYN,1010194,182751,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.668248002976775,-73.90647873275388,"(40.668248002976775, -73.90647873275388)"
26594708,10/30/2013 10:39:53 PM,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11365,69-12 FRESH MEADOW LANE,FRESH MEADOW LANE,69 AVENUE,BEND,,,ADDRESS,FRESH MEADOWS,,N/A,Open,11/29/2013 10:39:53 PM,,08 QUEENS,QUEENS,1041325,206173,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.732389778278666,-73.7940615086676,"(40.732389778278666, -73.7940615086676)"
26589161,10/30/2013 10:39:09 PM,10/31/2013 02:57:10 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,,,,,IRVING PLACE,EAST   17 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,10/31/2013 06:39:09 AM,10/31/2013 02:56:56 AM,05 MANHATTAN,MANHATTAN,987745,207377,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73587791919725,-73.98738866323966,"(40.73587791919725, -73.98738866323966)"
26590348,10/30/2013 10:39:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10002,475 FDR DRIVE,FDR DRIVE,FDR DRIVE EXIT 4 SOUTHBOUND,PEDESTRIAN OVERPASS,,,ADDRESS,NEW YORK,,N/A,Open,,,03 MANHATTAN,MANHATTAN,990529,199304,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.713717955776616,-73.9773504270496,"(40.713717955776616, -73.9773504270496)"
26590424,10/30/2013 10:38:00 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,11373,,,,,BROADWAY,QUEENS BOULEVARD,INTERSECTION,ELMHURST,,N/A,Open,11/13/2013 10:38:00 PM,,04 QUEENS,QUEENS,1018151,207719,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.736752343034745,-73.8776701929152,"(40.736752343034745, -73.8776701929152)"
26596002,10/30/2013 10:38:00 PM,,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11205,286 PARK AVENUE,PARK AVENUE,HALL STREET,RYERSON STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,,02 BROOKLYN,BROOKLYN,993652,192720,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69564365903202,-73.96609435287453,"(40.69564365903202, -73.96609435287453)"
26592240,10/30/2013 10:37:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11221,1115 PUTNAM AVENUE,PUTNAM AVENUE,BROADWAY,BUSHWICK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,,,04 BROOKLYN,BROOKLYN,1006915,190162,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.688598513707845,-73.91827373008564,"(40.688598513707845, -73.91827373008564)"
26595764,10/30/2013 10:35:55 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,11101,21-51 45 ROAD,45 ROAD,21 STREET,23 STREET,,,ADDRESS,LONG ISLAND CITY,,N/A,Open,11/13/2013 10:35:55 PM,,02 QUEENS,QUEENS,998821,211286,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.746595837240584,-73.9474136304622,"(40.746595837240584, -73.9474136304622)"
26591313,10/30/2013 10:34:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10003,10 EAST   17 STREET,EAST   17 STREET,PARK AVENUE SOUTH,IRVING PLACE,,,BLOCKFACE,NEW YORK,,N/A,Open,,,05 MANHATTAN,MANHATTAN,987527,207496,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73620462827113,-73.98817523514035,"(40.73620462827113, -73.98817523514035)"
26591036,10/30/2013 10:33:59 PM,10/31/2013 02:35:20 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10472,1207 BEACH AVENUE,BEACH AVENUE,GLEASON AVENUE,WESTCHESTER AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,10/31/2013 06:33:59 AM,10/31/2013 12:33:18 AM,09 BRONX,BRONX,1021327,241829,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83036235589997,-73.86602154214397,"(40.83036235589997, -73.86602154214397)"
26588893,10/30/2013 10:33:54 PM,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11203,130 EAST 54 STREET,EAST 54 STREET,CLARKSON AVENUE,LENOX ROAD,,,ADDRESS,BROOKLYN,,N/A,Open,11/29/2013 10:33:54 PM,,17 BROOKLYN,BROOKLYN,1004520,178284,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65600188808716,-73.92694542231396,"(40.65600188808716, -73.92694542231396)"
26592574,10/30/2013 10:33:32 PM,10/30/2013 11:51:44 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10032,128 AUDUBON AVENUE,AUDUBON AVENUE,WEST 171 STREET,WEST 172 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 06:33:32 AM,10/30/2013 11:51:44 PM,12 MANHATTAN,MANHATTAN,1001738,246283,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8426478040345,-73.93679512195254,"(40.8426478040345, -73.93679512195254)"
26591575,10/30/2013 10:33:28 PM,10/30/2013 11:06:35 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11691,14-28 CHANDLER STREET,CHANDLER STREET,NAMEOKE AVENUE,BATTERY ROAD,,,ADDRESS,FAR ROCKAWAY,,Precinct,Closed,10/31/2013 06:33:28 AM,10/30/2013 11:06:35 PM,14 QUEENS,QUEENS,1052018,161195,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.608860268959695,-73.75593130211928,"(40.608860268959695, -73.75593130211928)"
26595364,10/30/2013 10:32:34 PM,10/30/2013 11:26:41 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11218,780 MCDONALD AVENUE,MCDONALD AVENUE,DITMAS AVENUE,AVENUE F,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 06:32:34 AM,10/30/2013 11:26:42 PM,12 BROOKLYN,BROOKLYN,990379,170577,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.634868915223095,-73.97791762869377,"(40.634868915223095, -73.97791762869377)"
26590911,10/30/2013 10:32:15 PM,,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Open,11/06/2013 10:32:15 PM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
26592943,10/30/2013 10:32:14 PM,10/31/2013 02:57:11 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,56 IRVING PLACE,IRVING PLACE,EAST 17 STREET,EAST 18 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 06:32:14 AM,10/31/2013 02:57:11 AM,06 MANHATTAN,MANHATTAN,987793,207457,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73609748034625,-73.98721541820298,"(40.73609748034625, -73.98721541820298)"
26595307,10/30/2013 10:32:02 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,10036,,,,,WEST   45 STREET,6 AVENUE,INTERSECTION,NEW YORK,,N/A,Open,11/13/2013 10:32:02 PM,,05 MANHATTAN,MANHATTAN,989040,214989,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Intersection,,,,,,,,40.756770342451425,-73.98271037185765,"(40.756770342451425, -73.98271037185765)"
26594799,10/30/2013 10:31:49 PM,10/31/2013 02:58:14 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10003,17 IRVING PLACE,IRVING PLACE,,,,,LATLONG,NEW YORK,,Precinct,Closed,10/31/2013 06:31:49 AM,10/31/2013 02:57:30 AM,05 MANHATTAN,MANHATTAN,987451,207026,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.734914622073454,-73.98844969804303,"(40.734914622073454, -73.98844969804303)"
26593817,10/30/2013 10:31:35 PM,10/31/2013 02:58:14 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,IRVING PLACE,IRVING PLACE,EAST 17 STREET,EAST 18 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,10/31/2013 06:31:35 AM,10/31/2013 02:57:48 AM,06 MANHATTAN,MANHATTAN,987804,207484,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73617158426475,-73.98717571147623,"(40.73617158426475, -73.98717571147623)"
26594762,10/30/2013 10:31:22 PM,10/31/2013 02:28:02 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11356,20-42 125 STREET,125 STREET,20 AVENUE,22 AVENUE,,,ADDRESS,COLLEGE POINT,,Precinct,Closed,10/31/2013 06:31:22 AM,10/31/2013 02:27:06 AM,07 QUEENS,QUEENS,1027664,224007,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78141708195395,-73.84323796414719,"(40.78141708195395, -73.84323796414719)"
26595610,10/30/2013 10:31:11 PM,,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,10017,,,,,EAST   49 STREET,PARK AVENUE,INTERSECTION,NEW YORK,,N/A,Open,11/20/2013 10:31:11 PM,,05 MANHATTAN,MANHATTAN,991332,214912,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75655745833477,-73.9744374204345,"(40.75655745833477, -73.9744374204345)"
26591076,10/30/2013 10:31:11 PM,10/31/2013 12:40:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10452,1565 TOWNSEND AVENUE,TOWNSEND AVENUE,EAST 172 STREET,EAST MT EDEN AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,10/31/2013 06:31:11 AM,10/31/2013 12:40:39 AM,04 BRONX,BRONX,1007972,246572,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84342647770325,-73.91426327900784,"(40.84342647770325, -73.91426327900784)"
26589530,10/30/2013 10:31:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10001,50 WEST 34 STREET,WEST 34 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,N/A,Open,,,05 MANHATTAN,MANHATTAN,988082,212196,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74910473261953,-73.98616988910366,"(40.74910473261953, -73.98616988910366)"
26590411,10/30/2013 10:29:00 PM,10/30/2013 10:45:00 PM,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11373,79-09 QUEENS BOULEVARD,QUEENS BOULEVARD,BARNWELL AVENUE,CORNISH AVENUE,,,ADDRESS,Elmhurst,,N/A,Closed,,10/30/2013 10:45:00 PM,04 QUEENS,QUEENS,1016222,208226,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73815111497396,-73.88462846053623,"(40.73815111497396, -73.88462846053623)"
26592700,10/30/2013 10:28:19 PM,10/30/2013 11:41:28 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10458,2313 BELMONT AVENUE,BELMONT AVENUE,EAST 183 STREET,CRESCENT AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,10/31/2013 06:28:19 AM,10/30/2013 11:41:28 PM,06 BRONX,BRONX,1015519,250080,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85303139531426,-73.88697036576089,"(40.85303139531426, -73.88697036576089)"
26593214,10/30/2013 10:27:00 PM,,DEP,Department of Environmental Protection,Noise,"Noise: Boat(Engine,Music,Etc) (NR10)",,10280,395 SOUTH END AVENUE,SOUTH END AVENUE,ALBANY STREET,LIBERTY STREET,,,ADDRESS,NEW YORK,,N/A,Open,,,01 MANHATTAN,MANHATTAN,979858,198479,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71145466527376,-74.01584225929635,"(40.71145466527376, -74.01584225929635)"
26591148,10/30/2013 10:27:00 PM,10/31/2013 12:25:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Ped Flasher,,,,,,,TINTON AVE,165 ST E,INTERSECTION,,,N/A,Closed,,10/31/2013 12:25:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26593145,10/30/2013 10:27:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11221,1115 PUTNAM AVENUE,PUTNAM AVENUE,BROADWAY,BUSHWICK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,,,04 BROOKLYN,BROOKLYN,1006915,190162,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.688598513707845,-73.91827373008564,"(40.688598513707845, -73.91827373008564)"
26595209,10/30/2013 10:25:43 PM,10/30/2013 10:33:55 PM,DPR,Department of Parks and Recreation,Animal in a Park,Domestic Strays,Park,10456,,,,,,,,BRONX,,N/A,Closed,11/04/2013 10:25:43 PM,10/30/2013 10:33:55 PM,03 BRONX,BRONX,,,Crotona Park - Bathgate Playground,BRONX,Crotona Park - Bathgate Playground,X010-12,,,7184301800,"Fulton Avenue, East 173rd to 174th Streets",BRONX,NY,10456,,,,,,,,,,,,,,,
26589835,10/30/2013 10:24:58 PM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11203,130 EAST 54 STREET,EAST 54 STREET,CLARKSON AVENUE,LENOX ROAD,,,ADDRESS,BROOKLYN,,N/A,Open,11/07/2013 10:24:58 PM,,17 BROOKLYN,BROOKLYN,1004520,178284,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65600188808716,-73.92694542231396,"(40.65600188808716, -73.92694542231396)"
26591064,10/30/2013 10:24:29 PM,,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11217,113 FLATBUSH AVENUE EXT,FLATBUSH AVENUE EXT,,,,,LATLONG,BROOKLYN,,Precinct,Assigned,10/31/2013 06:24:29 AM,10/31/2013 12:00:06 AM,02 BROOKLYN,BROOKLYN,990219,189218,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.686034457828434,-73.97847759623252,"(40.686034457828434, -73.97847759623252)"
26589308,10/30/2013 10:24:07 PM,10/30/2013 11:31:52 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,529 WEST 151 STREET,WEST 151 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 06:24:07 AM,10/30/2013 11:31:52 PM,09 MANHATTAN,MANHATTAN,999252,241467,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82943385321531,-73.94579075649952,"(40.82943385321531, -73.94579075649952)"
26594642,10/30/2013 10:24:04 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,11201,75 HENRY STREET,HENRY STREET,ORANGE STREET,PINEAPPLE STREET,,,ADDRESS,BROOKLYN,,N/A,Open,11/13/2013 10:24:04 PM,,02 BROOKLYN,BROOKLYN,986343,193794,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.698596285975455,-73.99245185485975,"(40.698596285975455, -73.99245185485975)"
26592199,10/30/2013 10:24:00 PM,,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,10011,156 7 AVENUE,7 AVENUE,WEST 19 STREET,WEST 20 STREET,,,ADDRESS,NEW YORK,,N/A,Open,,,04 MANHATTAN,MANHATTAN,985004,209560,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.741870371232984,-73.99727902628247,"(40.741870371232984, -73.99727902628247)"
26591242,10/30/2013 10:21:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10011,579 6 AVENUE,6 AVENUE,WEST 16 STREET,WEST 17 STREET,,,ADDRESS,NEW YORK,,N/A,Open,,,04 MANHATTAN,MANHATTAN,985429,208470,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73887854572921,-73.995745511985,"(40.73887854572921, -73.995745511985)"
26589605,10/30/2013 10:20:46 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,11221,921A JEFFERSON AVENUE,JEFFERSON AVENUE,RALPH AVENUE,HOWARD AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,11/29/2013 10:20:46 PM,10/30/2013 10:33:53 PM,03 BROOKLYN,BROOKLYN,1005933,189409,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.686534162475475,-73.92181708236788,"(40.686534162475475, -73.92181708236788)"
26592552,10/30/2013 10:20:27 PM,10/30/2013 11:00:14 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10029,309 EAST 108 STREET,EAST 108 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 06:20:27 AM,10/30/2013 11:00:14 PM,11 MANHATTAN,MANHATTAN,1000614,227707,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79166406512505,-73.94090275917769,"(40.79166406512505, -73.94090275917769)"
26589283,10/30/2013 10:20:19 PM,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,11369,89-09 32 AVENUE,32 AVENUE,89 STREET,90 STREET,,,ADDRESS,EAST ELMHURST,,N/A,Open,11/29/2013 10:20:19 PM,,03 QUEENS,QUEENS,1017757,215604,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.758396166697494,-73.87905263237421,"(40.758396166697494, -73.87905263237421)"
